全国地方公共団体コード,ID,地方公共団体名,名称,名称_カナ,名称_英語,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),設置位置,緯度,経度,高度の種別,高度の値,男性トイレ総数,男性トイレ数（小便器）,男性トイレ数（和式）,男性トイレ数（洋式）,女性トイレ総数,女性トイレ数（和式）,女性トイレ数（洋式）,男女共用トイレ総数,男女共用トイレ数（和式）,男女共用トイレ数（洋式）,バリアフリートイレ数,車椅子使用者用トイレ有無,乳幼児用設備設置トイレ有無,オストメイト設置トイレ有無,利用開始時間,利用終了時間,利用可能時間特記事項,画像,画像_ライセンス,備考
132098,,町田市,忠生公園（木曽口トイレ）,,,132098,,東京都町田市忠生1-3-1,東京都,町田市,忠生,2001/3/1,,,35.572105441500476,139.42251130154364,,,,,,,,,,,,,,有,有,無,6:00,18:00,5月～8月 6:00～19:00,,,
132098,,町田市,忠生市民センター,,,132098,,東京都町田市忠生3-14-2,東京都,町田市,忠生,3-14-2,,,35.57851191,139.41586378173983,,,,,,,,,,,,,,有,有,有,8:30,22:00,定休日：年末年始。大人用折りたたみベッド、ベビーチェアー,,,
132098,,町田市,尾根緑道内第一公共トイレ,,,132098,,東京都町田市常盤町3434-2,東京都,町田市,常盤町,Feb-34,,,35.58682185045674,139.4024429912224,,,,,,,,,,,,,,有,無,無,8:00,17:30,利用時間以外は閉鎖　,,,
132098,,町田市,根岸公園,,,132098,,東京都町田市根岸1-16-1,東京都,町田市,根岸,1-16-1,,,35.57130622241892,139.41266271612326,,,,,,,,,,,,,,有,有,無,8:00,17:30,,,,
132098,,町田市,本町田後田公園,,,132098,,東京都町田市本町田2339-1,東京都,町田市,本町田,Jan-39,,,35.56556105244669,139.44256964695722,,,,,,,,,,,,,,有,無,無,9:00,21:00,,,,
132098,,町田市,忠生公園（がにやら自然館内）,,,132098,,東京都町田市山崎町1804-1,東京都,町田市,山崎町,1804-1,,,35.57298742,139.4241923987123,,,,,,,,,,,,,,有,有,無,9:00,16:30,定休日：月曜日（祝日の場合は翌日),,,
132098,,町田市,木曽山崎図書館,,,132098,,東京都町田市山崎町2160,東京都,町田市,山崎町,2160,,,35.56838416475608,139.43673216075686,,,,,,,,,,,,,,有,有,無,,,火・水・金 10:00～18:00木・土・日・祝 10:00～17:00。定休日：月曜日・第2木曜日、月曜日が祝日のときは開館第２木曜日が祝日のときは翌日休み。ベビーチェア,,,
132098,,町田市,木曽山崎コミュニティセンター,,,132098,,東京都町田市山崎町2160-4,東京都,町田市,山崎町,Apr-60,,,35.56859932692519,139.43661233890307,,,,,,,,,,,,,,有,有,有,8:30,22:00,定休日：第2月曜日、年末年始（12/29～1/3）赤ちゃんふらっと,,,
132098,,町田市,町田中央公園①（バックネット側）,,,132098,,東京都町田市旭町3-20-60,東京都,町田市,旭町,3-20-60,,,35.556116671157774,139.4459030795987,,,,,,,,,,,,,,無,有,無,6:00,19:30,定休日：年末年始,,,
132098,,町田市,町田中央公園③（サン町田旭体育館1F）,,,132098,,東京都町田市旭町3-20-60,東京都,町田市,旭町,3-20-60,,,35.556966858230034,139.44717369576512,,,,,,,,,,,,,,有,無,無,9:00,21:00,定休日：年末年始、第1・第3月曜日（休日の場合は翌日）,,,
132098,,町田市,町田中央公園④（サン町田旭体育館2F多目的室横）,,,132098,,東京都町田市旭町3-20-60,東京都,町田市,旭町,3-20-60,,,35.556966858230034,139.44717369576512,,,,,,,,,,,,,,有,無,無,9:00,21:00,定休日：年末年始、第1・第3月曜日（休日の場合は翌日）,,,
132098,,町田市,町田中央公園⑤（サン町田旭体育館2F会議室横）,,,132098,,東京都町田市旭町3-20-60,東京都,町田市,旭町,3-20-60,,,35.556966858230034,139.44717369576512,,,,,,,,,,,,,,無,無,無,9:00,21:00,定休日：年末年始、第1・第3月曜日（休日の場合は翌日）,,,
132098,,町田市,松葉公園,,,132098,,東京都町田市高ヶ坂7-1043,東京都,町田市,高ヶ坂,7-1043,,,35.53766286250241,139.4654650974519,,,,,,,,,,,,,,無,有,無,0:00,23:59,,,,
132098,,町田市,玉川学園コミュニティセンター,,,132098,,東京都町田市玉川学園2-19-12,東京都,町田市,玉川学園,2-19-12,,,35.56373092000647,139.46272887882273,,,,,,,,,,,,,,有,有,有,8:30,22:00,定休日：祝日の第３月曜日、年末年始（12/29～1/3）。ベビーチェア,,,
132098,,町田市,町田シバヒロ,,,132098,,東京都町田市中町1-20-23,東京都,町田市,中町,1-20-23,,,35.54822333581066,139.44712198292825,,,,,,,,,,,,,,有,有,有,8:00,19:00,定休日：不定休。おむつ交換台。全面占用利用時はトイレの利用ができない場合がある。,,,
132098,,町田市,さるびあ図書館,,,132098,,東京都町田市中町2-13-23,東京都,町田市,中町,2-13-23,,,35.55136771970888,139.44414537121563,,,,,,,,,,,,,,有,無,無,,,火・水・金 10:00～18:00、木・土・日・祝 10:00～17:00。定休日：月曜日・第2木曜日、月曜日が祝日のときは開館、第２木曜日が祝日のときは翌日休み。,,,
132098,,町田市,町田市保健所,,,132098,,東京都町田市中町2-13-3,東京都,町田市,中町,2-13-3,,,35.55121957632605,139.44370690210792,,,,,,,,,,,,,,有,有,無,8:30,17:00,定休日：土曜日・日曜日・祝日・年末年始（12/29～1/3）。ベビーチェア。,,,
132098,,町田市,原町田青空ひろば,,,132098,,東京都町田市原町田1-27,東京都,町田市,原町田,1月27日,,,35.53698989843935,139.44917481286586,,,,,,,,,,,,,,有,有,無,8:30,17:30,6～8月 8:30～18:30。,,,
132098,,町田市,原町田一丁目駐車場,,,132098,,東京都町田市原町田1-6-21,東京都,町田市,原町田,2001/6/21,,,35.54050928463026,139.44756919959548,,,,,,,,,,,,,,無,無,無,9:00,17:00,,,,
132098,,町田市,町田ターミナルプラザ,,,132098,,東京都町田市原町田3-1-4,東京都,町田市,原町田,2003/1/4,,,35.54035592873172,139.44924853342198,,,,,,,,,,,,,,有,有,有,5:00,23:30,管理棟併設.多目的シート（おむつ替え等）,,,
132098,,町田市,中央図書館,,,132098,,東京都町田市原町田3-2-9,東京都,町田市,原町田,2003/2/9,,,35.54039129637402,139.4501543974022,,,,,,,,,,,,,,有,有,有,,,火・水・金 10:00～20:00、木・土・日・祝 10:00～17:00。定休日：月曜日・第2木曜日、月曜日が祝日のときは開館、第２木曜日が祝日のときは翌日休みベビーベッド・ベビーチェア、多目的シート,,,
132098,,町田市,町田市文化交流センター,,,132098,,東京都町田市原町田4-1-14,東京都,町田市,原町田,2004/1/14,,,35.54093762898576,139.44813212269338,,,,,,,,,,,,,,有,無,無,9:00,17:30,定休日：1月1日、臨時休館日あり（年末年始等）。,,,
132098,,町田市,町田市民文学館ことばらんど,,,132098,,東京都町田市原町田4-16-17,東京都,町田市,原町田,4-16-17,,,35.54259031393488,139.45152286977145,,,,,,,,,,,,,,有,有,有,9:00,22:00,定休日：月曜日・第2木曜日、月曜日が祝日のときは開館、第２木曜日が祝日のときは翌日休み。ベビーベッド・ベビーチェア,,,
132098,,町田市,町田市せりがや会館,,,132098,,東京都町田市原町田4-26-4,東京都,町田市,原町田,4-26-4,,,35.54450784272621,139.4531667036448,,,,,,,,,,,,,,有,無,無,8:30,21:00,定休日：第3日曜日。多目的ベッド,,,
132098,,町田市,国際版画美術館,,,132098,,東京都町田市原町田4-28-1,東京都,町田市,原町田,4-28-1,,,35.54401651010996,139.45533855880646,,,,,,,,,,,,,,有,無,無,,,火・水・木・金 10:00～17:00土・日・祝 10:00～17:30。定休日：月曜日（祝日のときは翌日）,,,
132098,,町田市,町田市民フォーラム,,,132098,,東京都町田市原町田4-9-8,東京都,町田市,原町田,2004/9/8,,,35.541748222288525,139.44992376658888,,,,,,,,,,,,,,有,有,無,8:30,22:00,定休日：第3水曜日。ベビーシート、ベビーチェア,,,
132098,,町田市,芹ヶ谷公園（虹と水の広場）,,,132098,,東京都町田市原町田5-16,東京都,町田市,原町田,5月16日,,,35.545446136303696,139.45506584088503,,,,,,,,,,,,,,有,有,有,8:30,17:30,,,,
132098,,町田市,芹ヶ谷公園（芹ヶ谷グラウンド）,,,132098,,東京都町田市原町田5-16,東京都,町田市,原町田,5月16日,,,35.54715640391114,139.45513657977853,,,,,,,,,,,,,,有,有,有,6:00,18:00,6月～8月 6:00～19:00,,,
132098,,町田市,芹ヶ谷公園（小田急線側）,,,132098,,東京都町田市原町田5-1679,東京都,町田市,原町田,5-1679,,,35.54834149147039,139.4511683421879,,,,,,,,,,,,,,有,有,無,6:00,18:00,6月～8月 6:00～19:00,,,
132098,,町田市,健康福祉会館,,,132098,,東京都町田市原町田5-8-21,東京都,町田市,原町田,2005/8/21,,,35.546095225107265,139.44995420629147,,,,,,,,,,,,,,有,有,有,9:00,22:00,定休日：年末年始。ベビーシート、大人用ベット、ベビーチェアあり,,,
132098,,町田市,町田駅前公共トイレ,,,132098,,東京都町田市原町田6-1-11ルミネ町田脇,東京都,町田市,原町田,2006/1/11,ルミネ町田脇,,35.54184621181034,139.44646627505014,,,,,,,,,,,,,,有,無,無,6:30,23:00,利用時間以外は閉鎖,,,
132098,,町田市,原町田わかば公園,,,132098,,東京都町田市原町田6-27-3,東京都,町田市,原町田,6-27-3,,,35.54541890709246,139.44822031061094,,,,,,,,,,,,,,有,有,無,6:30,19:00,,,,
132098,,町田市,生涯学習センター,,,132098,,東京都町田市原町田6-8-1,東京都,町田市,原町田,2006/8/1,,,35.54297405317166,139.44716661722993,,,,,,,,,,,,,,有,有,無,9:00,22:00,定休日：第4月曜日（祝日の場合は翌日）。おむつ交換台・ベビーチェア,,,
132098,,町田市,木曽山崎公園,,,132098,,東京都町田市本町田1966-1,東京都,町田市,本町田,Jan-66,,,35.56514032325086,139.43543208343584,,,,,,,,,,,,,,有,有,有,,,グラウンド貸出時,,,
132098,,町田市,木曽山崎グラウンド,,,132098,,東京都町田市本町田1966-1,東京都,町田市,本町田,Jan-66,,,35.56556105244669,139.44256964695722,,,,,,,,,,,,,,有,有,有,,,グラウンド利用時。簡易オストメイト（シャワー）,,,
132098,,町田市,緑ヶ丘グラウンド,,,132098,,東京都町田市本町田2380-6,東京都,町田市,本町田,Jun-80,,,35.56409302324416,139.43655828908325,,,,,,,,,,,,,,有,有,有,9:00,17:00,ベビーチェア,,,
132098,,町田市,子ども創造キャンパスひなた村,,,132098,,東京都町田市本町田2863,東京都,町田市,本町田,2863,,,35.56776306021851,139.44539793991754,,,,,,,,,,,,,,有,有,有,9:00,21:00,定休日：第１・第３火曜日（祝日の場合は翌日）及び祝日の翌日オムツ交換台。,,,
132098,,町田市,町田薬師池公園四季彩の杜西園（ウェルカムゲート・インフォメーション）,,,132098,,東京都町田市本町田3105,東京都,町田市,本町田,3105,,,35.574737761672104,139.44650872736244,,,,,,,,,,,,,,有,有,有,9:00,17:00,定休日：年末年始（12/29～1/3）、6月・2月第3月曜。ベビーシート、ベビーチェア、多目的シート,,,
132098,,町田市,町田薬師池公園四季彩の杜西園（ウェルカムゲート・ラウンジ）,,,132098,,東京都町田市本町田3105,東京都,町田市,本町田,3105,,,35.57476788210562,139.44660589397137,,,,,,,,,,,,,,有,有,有,0:00,23:59,多目的トイレのみ9：00～17：00定休日：年末年始（12/29～1/3）、6月・2月第3月曜ベビーシート、ベビーチェア,,,
132098,,町田市,本町田遺跡公園,,,132098,,東京都町田市本町田3455,東京都,町田市,本町田,3455,,,35.567496447704066,139.45012945662972,,,,,,,,,,,,,,有,無,有,9:00,16:30,定休日：月曜日（祝日のときは翌日）、年末年始,,,
132098,,町田市,日向山公園,,,132098,,東京都町田市本町田3486,東京都,町田市,本町田,3486,,,35.567869735487236,139.44640383956732,,,,,,,,,,,,,,有,有,無,8:30,17:30,5月中旬～8月中旬 8:30～19:00定休日：年末年始,,,
132098,,町田市,市立博物館,,,132098,,東京都町田市本町田3562,東京都,町田市,本町田,3562,,,35.56731948544451,139.4512616991567,,,,,,,,,,,,,,有,無,無,9:00,16:30,6月～8月 6:00～18:30定休日：土、日、祝日、振替休日、年末年始,,,
132098,,町田市,南大谷公園,,,132098,,東京都町田市南大谷1104－1,東京都,町田市,南大谷,4-1104-1,,,35.55026735457085,139.46268982577158,,,,,,,,,,,,,,有,有,有,6:00,17:30,,,,
132098,,町田市,わくわくプラザ町田,,,132098,,東京都町田市森野1-1-15,東京都,町田市,森野,2001/1/15,,,35.54256942529185,139.4426539439683,,,,,,,,,,,,,,有,無,無,8:30,17:00,定休日：毎週月曜日、毎月第三日曜日、年末年始（12月28日～1月3日）、貸出施設の利用状況により、22：00まで利用可能な場合もあります。,,,
132098,,町田市,町田市役所市庁舎,,,132098,,東京都町田市森野2-2-22,東京都,町田市,森野,2002/2/22,,,35.54669228248708,139.43865451576664,,,,,,,,,,,,,,有,有,有,8:30,17:00,1階のトイレは警備室を通して24時間利用可能。土曜日・日曜日（第1・第3・第5）祝日、12月29日～1月3日。ベッド、ベビーチェア,,,
132098,,町田市,町田市民ホール,,,132098,,東京都町田市森野2-2-36,東京都,町田市,森野,2-2-36,,,35.54646742389545,139.43952602781792,,,,,,,,,,,,,,有,有,無,8:30,22:00,定休日：第1･第3月曜日（休日の場合は翌日）、年末年始。おむつ交換ベッド,,,
132098,,町田市,木曽森野防災市民いこいの広場,,,132098,,東京都町田市森野4-8,東京都,町田市,森野,4月8日,,,35.55527784909673,139.43266854774933,,,,,,,,,,,,,,有,無,無,8:00,17:30,,,,
132098,,町田市,町田中央公園②（テニスコート側）,,,132098,,東京都町田市旭町3-20-60,東京都,町田市,旭町,3-20-60,,,35.55753184,139.4464174913799,,,,,,,,,,,,,,有,有,無,6:00,17:00,5月中旬～8月中旬 6:00～19:00。定休日：年末年始,,,
132098,,町田市,鶴川市民センター,,,132098,,東京都町田市大蔵町1981-4,東京都,町田市,大蔵町,Apr-81,,,35.588870848474556,139.46738530228004,,,,,,,,,,,,,,有,有,有,8:30,22:00,定休日：年末年始（12/29～1/3）。ベビーチェア　多目的シート,,,
132098,,町田市,小野路公園①（管理棟内）,,,132098,,東京都町田市小野路町2023-1,東京都,町田市,小野路町,23-Jan,,,35.59807168208825,139.45380113610082,,,,,,,,,,,,,,有,有,有,8:30,21:00,定休日：年末年始（12/29～1/3）。有料試合時は開放制限あり。補助便座、ベビーチェア。,,,
132098,,町田市,小野路公園②（球場脇）,,,132098,,東京都町田市小野路町2023-1,東京都,町田市,小野路町,23-Jan,,,35.59778782386694,139.4543465168302,,,,,,,,,,,,,,有,有,有,8:30,21:00,定休日：年末年始（12/29～1/3）。補助便座、ベビーシート、ベビーチェア,,,
132098,,町田市,小野路公園③（野球場観覧席棟内）,,,132098,,東京都町田市小野路町2023-1,東京都,町田市,小野路町,23-Jan,,,35.59773085260447,139.45472946545212,,,,,,,,,,,,,,有,有,有,,,野球場利用時、利用者がいる場合のみ開放、有料試合時は開放制限有り。補助便座、ベビーシート、ベビーチェア,,,
132098,,町田市,小野路公園④（グラウンド内）,,,132098,,東京都町田市小野路町2023-1,東京都,町田市,小野路町,23-Jan,,,35.598182065794155,139.45471557580447,,,,,,,,,,,,,,有,有,有,8:30,21:00,利用者がいる場合のみ開放、有料試合時は開放制限あり。補助便座、ベビーシート、ベビーチェア,,,
132098,,町田市,研修農場バイオトイレ,,,132098,,東京都町田市小野路町282-2,東京都,町田市,小野路町,282-2,,,35.59717826598954,139.43522310855087,,,,,,,,,,,,,,無,無,無,,,"4月～9月 8:00～18:00、10,11,3月 8:00～17:00、12月～2月 8:00～16:00",,,
132098,,町田市,小野路町バイオトイレ（馬場）,,,132098,,東京都町田市小野路町770-1内,東京都,町田市,小野路町,770-1内,,,35.600300622904754,139.43374021615762,,,,,,,,,,,,,,無,無,無,,,3月～10月 8:00～17:00、11月～2月 8:00～16:00,,,
132098,,町田市,小野路宿里山交流館,,,132098,,東京都町田市小野路町888-1,東京都,町田市,小野路町,888-1,,,35.59827355029643,139.43853109031278,,,,,,,,,,,,,,有,有,有,9:00,17:00,定休日：12月29日～1月3日。おむつ替えベッド,,,
132098,,町田市,南市民センター,,,132098,,東京都町田市金森4-5-6,東京都,町田市,金森,2004/5/6,,,35.52385977410042,139.46667486469707,,,,,,,,,,,,,,有,有,有,8:30,22:00,定休日：年末年始（12/29～1/3）。ベビーチェア、着替え用ボード,,,
132098,,町田市,真光寺公園,,,132098,,東京都町田市真光寺町2-2-1,東京都,町田市,真光寺町,2002/2/1,,,35.60865784928949,139.46579797464605,,,,,,,,,,,,,,有,有,無,8:00,17:30,6～8月 8:00～19:00,,,
132098,,町田市,鶴川中央公園①（ゲートボール場脇）,,,132098,,東京都町田市鶴川6-6,東京都,町田市,鶴川,6月6日,,,35.590574752754925,139.47182649587705,,,,,,,,,,,,,,無,有,無,0:00,23:59,補助便座,,,
132098,,町田市,鶴川中央公園②,,,132098,,東京都町田市鶴川6-6,東京都,町田市,鶴川,6月6日,,,35.59081121999289,139.47127074588474,,,,,,,,,,,,,,有,有,無,8:30,17:00,夏季は19：00まで。定休日：年末年始（12/29～1/3）。補助便座、ベビーチェア,,,
132098,,町田市,鶴川図書館,,,132098,,東京都町田市鶴川6-7-21-101号,東京都,町田市,鶴川,2006/7/2,1-101号,,35.59085456039654,139.47031253591624,,,,,,,,,,,,,,有,無,無,,,火・水・金 10:00～18:00、木・土・日・祝 10:00～17:00。定休日：月曜日・第2木曜日、月曜日が祝日のときは開館、第２木曜日が祝日のときは翌日休み,,,
132098,,町田市,和光大学ポプリホール鶴川,,,132098,,東京都町田市能ヶ谷1-2-1,東京都,町田市,能ヶ谷,2001/2/1,,,35.58284188186695,139.4789832735791,,,,,,,,,,,,,,有,有,有,8:30,22:00,定休日：第1・第3月曜日（休日の場合は開館）、年末年始。介助用ベッド、ベビーチェア、授乳室内におむつ交換ベッド、ベビーシート,,,
132098,,町田市,野津田公園管理棟（メインスタンド2階～6階）,,,132098,,東京都町田市野津田町2035,東京都,町田市,野津田町,2035,,,35.59192042253537,139.4386078953117,,,,,,,,,,,,,,有,無,有,,,試合やイベント開催時のみ開放、有料試合時は開放制限あり。定休日：年末年始,,,
132098,,町田市,野津田公園１期分①（多目的広場）,,,132098,,東京都町田市野津田町2035,東京都,町田市,野津田町,2035,,,35.59194539214754,139.43772037260655,,,,,,,,,,,,,,有,有,無,6:00,20:00,定休日：年末年始,,,
132098,,町田市,野津田公園１期分②（芝生広場前）,,,132098,,東京都町田市野津田町2035,東京都,町田市,野津田町,2035,,,35.592240409329555,139.44035036457038,,,,,,,,,,,,,,有,無,無,6:00,20:00,定休日：年末年始,,,
132098,,町田市,野津田公園２期分（テニスコート脇）,,,132098,,東京都町田市野津田町2035,東京都,町田市,野津田町,2035,,,35.592988189008146,139.4417227531293,,,,,,,,,,,,,,有,無,有,6:00,20:00,定休日：年末年始,,,
132098,,町田市,野津田公園２期分（上の原広場）,,,132098,,東京都町田市野津田町2035,東京都,町田市,野津田町,2035,,,35.59143867263762,139.44574864816906,,,,,,,,,,,,,,有,有,無,6:00,20:00,定休日：年末年始,,,
132098,,町田市,野津田公園管理棟（メインスタンド1階）,,,132098,,東京都町田市野津田町2035,東京都,町田市,野津田町,2035,,,35.59192318410581,139.43860891908201,,,,,,,,,,,,,,有,無,有,,,4月 9:00～18:00、5月～8月 9:00～19:00、9月 9:00～18:00、10月～3月 9:00～17:00。定休日：年末年始、有料試合時は開放制限あり,,,
132098,,町田市,野津田公園バイオトイレ（球場脇）,,,132098,,東京都町田市野津田町2035,東京都,町田市,野津田町,2035,,,35.59365120110696,139.44571096783497,,,,,,,,,,,,,,無,無,無,0:00,23:59,定休日：年末年始,,,
132098,,町田市,ぼたん園トイレ,,,132098,,東京都町田市野津田町2274-1,東京都,町田市,野津田町,Jan-74,,,35.583309249820275,139.44370177388728,,,,,,,,,,,,,,有,有,無,8:30,16:00,,,,
132098,,町田市,ぼたん園トイレ（休憩室内）,,,132098,,東京都町田市野津田町2274-1,東京都,町田市,野津田町,Jan-74,,,35.58320955801484,139.4442126435931,,,,,,,,,,,,,,無,無,無,8:30,16:00,,,,
132098,,町田市,ふるさと農具館,,,132098,,東京都町田市野津田町2288,東京都,町田市,野津田町,2288,,,35.58244792394456,139.44404664579577,,,,,,,,,,,,,,有,無,無,,,2月～10月 9:30～16:30、11月～1月 9:30～16:00。定休日：原則月曜日（祝日の場合は翌日）、12/28～1/5休館,,,
132098,,町田市,薬師池公園トイレ,,,132098,,東京都町田市野津田町3270,東京都,町田市,野津田町,3270,,,35.57919714530318,139.44832769843086,,,,,,,,,,,,,,有,有,無,6:00,18:00,6月～8月 6:00～19:00,,,
132098,,町田市,薬師池公園トイレ（薬師堂）,,,132098,,東京都町田市野津田町3270,東京都,町田市,野津田町,3270,,,35.578745595344415,139.44658369509375,,,,,,,,,,,,,,無,有,無,6:00,18:00,6月～8月 6:00～19:00,,,
132098,,町田市,町田市フォトサロン,,,132098,,東京都町田市野津田町3272薬師池公園内,東京都,町田市,野津田町,3272,薬師池公園内,,35.57992534198299,139.4488100955063,,,,,,,,,,,,,,有,無,無,9:30,16:30,入館は16：00まで。定休日：火曜日、年末年始,,,
