行政区域コード,都道府県名（漢字）,市区町村名（漢字）,都道府県名（ｶﾅ）,市区町村名（ｶﾅ）,コードの改定区分,改正年月日,改正後のコード,改正後の名称,改正後の名称(ｶﾅ),改正事由等,最終市区町村名
22101,静岡県,静岡市葵区,ｼｽﾞｵｶｹﾝ,ｼｽﾞｵｶｼｱｵｲｸ,,,22101,,,,静岡市葵区
22102,静岡県,静岡市駿河区,ｼｽﾞｵｶｹﾝ,ｼｽﾞｵｶｼｽﾙｶﾞｸ,,,22102,,,,静岡市駿河区
22103,静岡県,静岡市清水区,ｼｽﾞｵｶｹﾝ,ｼｽﾞｵｶｼｼﾐｽﾞｸ,,,22103,,,,静岡市清水区
22130,静岡県,浜松市,ｼｽﾞｵｶｹﾝ,ﾊﾏﾏﾂｼ,,,22130,,,,浜松市
22131,静岡県,浜松市中区,ｼｽﾞｵｶｹﾝ,ﾊﾏﾏﾂｼﾅｶｸ,,,22131,,,,浜松市中区
22132,静岡県,浜松市東区,ｼｽﾞｵｶｹﾝ,ﾊﾏﾏﾂｼﾋｶﾞｼｸ,,,22132,,,,浜松市東区
22133,静岡県,浜松市西区,ｼｽﾞｵｶｹﾝ,ﾊﾏﾏﾂｼﾆｼｸ,,,22133,,,,浜松市西区
22134,静岡県,浜松市南区,ｼｽﾞｵｶｹﾝ,ﾊﾏﾏﾂｼﾐﾅﾐｸ,,,22134,,,,浜松市南区
22135,静岡県,浜松市北区,ｼｽﾞｵｶｹﾝ,ﾊﾏﾏﾂｼｷﾀｸ,,,22135,,,,浜松市北区
22136,静岡県,浜松市浜北区,ｼｽﾞｵｶｹﾝ,ﾊﾏﾏﾂｼﾊﾏｷﾀｸ,,,22136,,,,浜松市浜北区
22137,静岡県,浜松市天竜区,ｼｽﾞｵｶｹﾝ,ﾊﾏﾏﾂｼﾃﾝﾘｭｳｸ,,,22137,,,,浜松市天竜区
22201,静岡県,静岡市,ｼｽﾞｵｶｹﾝ,ｼｽﾞｵｶｼ,欠番,H17.4.1,22100,静岡市,ｼｽﾞｵｶｼ,政令指定都市へ移行,静岡市
22202,静岡県,浜松市,ｼｽﾞｵｶｹﾝ,ﾊﾏﾏﾂｼ,欠番,H19.4.1,22130,浜松市,ﾊﾏﾏﾂｼ,政令指定都市へ移行,浜松市
22203,静岡県,沼津市,ｼｽﾞｵｶｹﾝ,ﾇﾏﾂﾞｼ,,,22203,,,,沼津市
22205,静岡県,熱海市,ｼｽﾞｵｶｹﾝ,ｱﾀﾐｼ,,,22205,,,,熱海市
22206,静岡県,三島市,ｼｽﾞｵｶｹﾝ,ﾐｼﾏｼ,,,22206,,,,三島市
22207,静岡県,富士宮市,ｼｽﾞｵｶｹﾝ,ﾌｼﾞﾉﾐﾔｼ,,,22207,,,,富士宮市
22208,静岡県,伊東市,ｼｽﾞｵｶｹﾝ,ｲﾄｳｼ,,,22208,,,,伊東市
22209,静岡県,島田市,ｼｽﾞｵｶｹﾝ,ｼﾏﾀﾞｼ,,,22209,,,,島田市
22210,静岡県,富士市,ｼｽﾞｵｶｹﾝ,ﾌｼﾞｼ,,,22210,,,,富士市
22211,静岡県,磐田市,ｼｽﾞｵｶｹﾝ,ｲﾜﾀｼ,,,22211,,,,磐田市
22212,静岡県,焼津市,ｼｽﾞｵｶｹﾝ,ﾔｲﾂﾞｼ,,,22212,,,,焼津市
22213,静岡県,掛川市,ｼｽﾞｵｶｹﾝ,ｶｹｶﾞﾜｼ,,,22213,,,,掛川市
22214,静岡県,藤枝市,ｼｽﾞｵｶｹﾝ,ﾌｼﾞｴﾀﾞｼ,,,22214,,,,藤枝市
22215,静岡県,御殿場市,ｼｽﾞｵｶｹﾝ,ｺﾞﾃﾝﾊﾞｼ,,,22215,,,,御殿場市
22216,静岡県,袋井市,ｼｽﾞｵｶｹﾝ,ﾌｸﾛｲｼ,,,22216,,,,袋井市
22217,静岡県,天竜市,ｼｽﾞｵｶｹﾝ,ﾃﾝﾘｭｳｼ,欠番,H17.7.1,22202,浜松市,ﾊﾏﾏﾂｼ,合併後は浜松市,浜松市
22218,静岡県,浜北市,ｼｽﾞｵｶｹﾝ,ﾊﾏｷﾀｼ,欠番,H17.7.1,22202,浜松市,ﾊﾏﾏﾂｼ,合併後は浜松市,浜松市
22219,静岡県,下田市,ｼｽﾞｵｶｹﾝ,ｼﾓﾀﾞｼ,,,22219,,,,下田市
22220,静岡県,裾野市,ｼｽﾞｵｶｹﾝ,ｽｿﾉｼ,,,22220,,,,裾野市
22221,静岡県,湖西市,ｼｽﾞｵｶｹﾝ,ｺｻｲｼ,,,22221,,,,湖西市
22222,静岡県,伊豆市,ｼｽﾞｵｶｹﾝ,ｲｽﾞｼ,,,22222,,,,伊豆市
22223,静岡県,御前崎市,ｼｽﾞｵｶｹﾝ,ｵﾏｴｻﾞｷｼ,,,22223,,,,御前崎市
22224,静岡県,菊川市,ｼｽﾞｵｶｹﾝ,ｷｸｶﾞﾜｼ,,,22224,,,,菊川市
22225,静岡県,伊豆の国市,ｼｽﾞｵｶｹﾝ,ｲｽﾞﾉｸﾆｼ,,,22225,,,,伊豆の国市
22226,静岡県,牧之原市,ｼｽﾞｵｶｹﾝ,ﾏｷﾉﾊﾗｼ,,,22226,,,,牧之原市
22301,静岡県,東伊豆町,ｼｽﾞｵｶｹﾝ,ﾋｶﾞｼｲｽﾞﾁｮｳ,,,22301,,,,東伊豆町
22302,静岡県,河津町,ｼｽﾞｵｶｹﾝ,ｶﾜﾂﾞﾁｮｳ,,,22302,,,,河津町
22304,静岡県,南伊豆町,ｼｽﾞｵｶｹﾝ,ﾐﾅﾐｲｽﾞﾁｮｳ,,,22304,,,,南伊豆町
22305,静岡県,松崎町,ｼｽﾞｵｶｹﾝ,ﾏﾂｻﾞｷﾁｮｳ,,,22305,,,,松崎町
22306,静岡県,西伊豆町,ｼｽﾞｵｶｹﾝ,ﾆｼｲｽﾞﾁｮｳ,,,22306,,,,西伊豆町
22307,静岡県,賀茂村,ｼｽﾞｵｶｹﾝ,ｶﾓﾑﾗ,欠番,H17.4.1,22306,西伊豆町,ﾆｼｲｽﾞﾁｮｳ,合併後は西伊豆町,西伊豆町
22321,静岡県,伊豆長岡町,ｼｽﾞｵｶｹﾝ,ｲｽﾞﾅｶﾞｵｶﾁｮｳ,欠番,H17.4.1,22225,伊豆の国市,ｲｽﾞﾉｸﾆｼ,合併後は伊豆の国市,伊豆の国市
22323,静岡県,戸田村,ｼｽﾞｵｶｹﾝ,ﾍﾀﾞﾑﾗ,欠番,H17.4.1,22203,沼津市,ﾇﾏﾂﾞｼ,合併後は沼津市,沼津市
22325,静岡県,函南町,ｼｽﾞｵｶｹﾝ,ｶﾝﾅﾐﾁｮｳ,,,22325,,,,函南町
22326,静岡県,韮山町,ｼｽﾞｵｶｹﾝ,ﾆﾗﾔﾏﾁｮｳ,欠番,H17.4.1,22225,伊豆の国市,ｲｽﾞﾉｸﾆｼ,合併後は伊豆の国市,伊豆の国市
22327,静岡県,大仁町,ｼｽﾞｵｶｹﾝ,ｵｵﾋﾄﾁｮｳ,欠番,H17.4.1,22225,伊豆の国市,ｲｽﾞﾉｸﾆｼ,合併後は伊豆の国市,伊豆の国市
22341,静岡県,清水町,ｼｽﾞｵｶｹﾝ,ｼﾐｽﾞﾁｮｳ,,,22341,,,,清水町
22342,静岡県,長泉町,ｼｽﾞｵｶｹﾝ,ﾅｶﾞｲｽﾞﾐﾁｮｳ,,,22342,,,,長泉町
22344,静岡県,小山町,ｼｽﾞｵｶｹﾝ,ｵﾔﾏﾁｮｳ,,,22344,,,,小山町
22361,静岡県,芝川町,ｼｽﾞｵｶｹﾝ,ｼﾊﾞｶﾜﾁｮｳ,欠番,H22.3.23,22207,富士宮市,ﾌｼﾞﾉﾐﾔｼ,合併後は富士宮市,富士宮市
22381,静岡県,富士川町,ｼｽﾞｵｶｹﾝ,ﾌｼﾞｶﾜﾁｮｳ,欠番,H20.11.1,22210,富士市,ﾌｼﾞｼ,合併後は富士市,富士市
22382,静岡県,蒲原町,ｼｽﾞｵｶｹﾝ,ｶﾝﾊﾞﾗﾁｮｳ,欠番,H18.3.31,22100,静岡市,ｼｽﾞｵｶｼ,合併後は静岡市,静岡市
22383,静岡県,由比町,ｼｽﾞｵｶｹﾝ,ﾕｲﾁｮｳ,欠番,H20.11.1,22100,静岡市,ｼｽﾞｵｶｼ,合併後は静岡市,静岡市
22401,静岡県,岡部町,ｼｽﾞｵｶｹﾝ,ｵｶﾍﾞﾁｮｳ,欠番,H21.1.1,22214,藤枝市,ﾌｼﾞｴﾀﾞｼ,合併後は藤枝市,藤枝市
22402,静岡県,大井川町,ｼｽﾞｵｶｹﾝ,ｵｵｲｶﾞﾜﾁｮｳ,欠番,H20.11.1,22212,焼津市,ﾔｲﾂﾞｼ,合併後は焼津市,焼津市
22422,静岡県,相良町,ｼｽﾞｵｶｹﾝ,ｻｶﾞﾗﾁｮｳ,欠番,H17.10.11,22226,牧之原市,ﾏｷﾉﾊﾗｼ,合併後は牧之原市,牧之原市
22423,静岡県,榛原町,ｼｽﾞｵｶｹﾝ,ﾊｲﾊﾞﾗﾁｮｳ,欠番,H17.10.11,22226,牧之原市,ﾏｷﾉﾊﾗｼ,合併後は牧之原市,牧之原市
22424,静岡県,吉田町,ｼｽﾞｵｶｹﾝ,ﾖｼﾀﾞﾁｮｳ,,,22424,,,,吉田町
22425,静岡県,金谷町,ｼｽﾞｵｶｹﾝ,ｶﾅﾔﾁｮｳ,欠番,H17.5.5,22209,島田市,ｼﾏﾀﾞｼ,合併後は島田市,島田市
22426,静岡県,川根町,ｼｽﾞｵｶｹﾝ,ｶﾜﾈﾁｮｳ,欠番,H20.4.1,22209,島田市,ｼﾏﾀﾞｼ,合併後は島田市,島田市
22427,静岡県,中川根町,ｼｽﾞｵｶｹﾝ,ﾅｶｶﾜﾈﾁｮｳ,欠番,H17.9.20,22429,川根本町,ｶﾜﾈﾎﾝﾁｮｳ,合併後は川根本町,川根本町
22428,静岡県,本川根町,ｼｽﾞｵｶｹﾝ,ﾎﾝｶﾜﾈﾁｮｳ,欠番,H17.9.20,22429,川根本町,ｶﾜﾈﾎﾝﾁｮｳ,合併後は川根本町,川根本町
22429,静岡県,川根本町,ｼｽﾞｵｶｹﾝ,ｶﾜﾈﾎﾝﾁｮｳ,,,22429,,,,川根本町
22442,静岡県,大須賀町,ｼｽﾞｵｶｹﾝ,ｵｵｽｶﾁｮｳ,欠番,H17.4.1,22213,掛川市,ｶｹｶﾞﾜｼ,合併後は掛川市,掛川市
22447,静岡県,大東町,ｼｽﾞｵｶｹﾝ,ﾀﾞｲﾄｳﾁｮｳ,欠番,H17.4.1,22213,掛川市,ｶｹｶﾞﾜｼ,合併後は掛川市,掛川市
22461,静岡県,森町,ｼｽﾞｵｶｹﾝ,ﾓﾘﾏﾁ,,,22461,,,,森町
22462,静岡県,春野町,ｼｽﾞｵｶｹﾝ,ﾊﾙﾉﾁｮｳ,欠番,H17.7.1,22202,浜松市,ﾊﾏﾏﾂｼ,合併後は浜松市,浜松市
22481,静岡県,浅羽町,ｼｽﾞｵｶｹﾝ,ｱｻﾊﾞﾁｮｳ,欠番,H17.4.1,22216,袋井市,ﾌｸﾛｲｼ,合併後は袋井市,袋井市
22482,静岡県,福田町,ｼｽﾞｵｶｹﾝ,ﾌｸﾃﾞﾁｮｳ,欠番,H17.4.1,22211,磐田市,ｲﾜﾀｼ,合併後は磐田市,磐田市
22483,静岡県,竜洋町,ｼｽﾞｵｶｹﾝ,ﾘｭｳﾖｳﾁｮｳ,欠番,H17.4.1,22211,磐田市,ｲﾜﾀｼ,合併後は磐田市,磐田市
22484,静岡県,豊田町,ｼｽﾞｵｶｹﾝ,ﾄﾖﾀﾞﾁｮｳ,欠番,H17.4.1,22211,磐田市,ｲﾜﾀｼ,合併後は磐田市,磐田市
22485,静岡県,豊岡村,ｼｽﾞｵｶｹﾝ,ﾄﾖｵｶﾑﾗ,欠番,H17.4.1,22211,磐田市,ｲﾜﾀｼ,合併後は磐田市,磐田市
22486,静岡県,龍山村,ｼｽﾞｵｶｹﾝ,ﾀﾂﾔﾏﾑﾗ,欠番,H17.7.1,22202,浜松市,ﾊﾏﾏﾂｼ,合併後は浜松市,浜松市
22487,静岡県,佐久間町,ｼｽﾞｵｶｹﾝ,ｻｸﾏﾁｮｳ,欠番,H17.7.1,22202,浜松市,ﾊﾏﾏﾂｼ,合併後は浜松市,浜松市
22488,静岡県,水窪町,ｼｽﾞｵｶｹﾝ,ﾐｻｸﾎﾞﾁｮｳ,欠番,H17.7.1,22202,浜松市,ﾊﾏﾏﾂｼ,合併後は浜松市,浜松市
22502,静岡県,舞阪町,ｼｽﾞｵｶｹﾝ,ﾏｲｻｶﾁｮｳ,欠番,H17.7.1,22202,浜松市,ﾊﾏﾏﾂｼ,合併後は浜松市,浜松市
22503,静岡県,新居町,ｼｽﾞｵｶｹﾝ,ｱﾗｲﾁｮｳ,欠番,H22.3.23,22221,湖西市,ｺｻｲｼ,合併後は湖西市,湖西市
22505,静岡県,雄踏町,ｼｽﾞｵｶｹﾝ,ﾕｳﾄｳﾁｮｳ,欠番,H17.7.1,22202,浜松市,ﾊﾏﾏﾂｼ,合併後は浜松市,浜松市
22521,静岡県,細江町,ｼｽﾞｵｶｹﾝ,ﾎｿｴﾁｮｳ,欠番,H17.7.1,22202,浜松市,ﾊﾏﾏﾂｼ,合併後は浜松市,浜松市
22522,静岡県,引佐町,ｼｽﾞｵｶｹﾝ,ｲﾅｻﾁｮｳ,欠番,H17.7.1,22202,浜松市,ﾊﾏﾏﾂｼ,合併後は浜松市,浜松市
22523,静岡県,三ヶ日町,ｼｽﾞｵｶｹﾝ,ﾐｯｶﾋﾞﾁｮｳ,欠番,H17.7.1,22202,浜松市,ﾊﾏﾏﾂｼ,合併後は浜松市,浜松市
23000,愛知県,,ｱｲﾁｹﾝ,,,,23000,,,,
23100,愛知県,名古屋市,ｱｲﾁｹﾝ,ﾅｺﾞﾔｼ,,,23100,,,,名古屋市
23101,愛知県,名古屋市千種区,ｱｲﾁｹﾝ,ﾅｺﾞﾔｼﾁｸｻｸ,,,23101,,,,名古屋市千種区
23102,愛知県,名古屋市東区,ｱｲﾁｹﾝ,ﾅｺﾞﾔｼﾋｶﾞｼｸ,,,23102,,,,名古屋市東区
23103,愛知県,名古屋市北区,ｱｲﾁｹﾝ,ﾅｺﾞﾔｼｷﾀｸ,,,23103,,,,名古屋市北区
23104,愛知県,名古屋市西区,ｱｲﾁｹﾝ,ﾅｺﾞﾔｼﾆｼｸ,,,23104,,,,名古屋市西区
23105,愛知県,名古屋市中村区,ｱｲﾁｹﾝ,ﾅｺﾞﾔｼﾅｶﾑﾗｸ,,,23105,,,,名古屋市中村区
23106,愛知県,名古屋市中区,ｱｲﾁｹﾝ,ﾅｺﾞﾔｼﾅｶｸ,,,23106,,,,名古屋市中区
23107,愛知県,名古屋市昭和区,ｱｲﾁｹﾝ,ﾅｺﾞﾔｼｼｮｳﾜｸ,,,23107,,,,名古屋市昭和区
23108,愛知県,名古屋市瑞穂区,ｱｲﾁｹﾝ,ﾅｺﾞﾔｼﾐｽﾞﾎｸ,,,23108,,,,名古屋市瑞穂区
23109,愛知県,名古屋市熱田区,ｱｲﾁｹﾝ,ﾅｺﾞﾔｼｱﾂﾀｸ,,,23109,,,,名古屋市熱田区
23110,愛知県,名古屋市中川区,ｱｲﾁｹﾝ,ﾅｺﾞﾔｼﾅｶｶﾞﾜｸ,,,23110,,,,名古屋市中川区
23111,愛知県,名古屋市港区,ｱｲﾁｹﾝ,ﾅｺﾞﾔｼﾐﾅﾄｸ,,,23111,,,,名古屋市港区
23112,愛知県,名古屋市南区,ｱｲﾁｹﾝ,ﾅｺﾞﾔｼﾐﾅﾐｸ,,,23112,,,,名古屋市南区
23113,愛知県,名古屋市守山区,ｱｲﾁｹﾝ,ﾅｺﾞﾔｼﾓﾘﾔﾏｸ,,,23113,,,,名古屋市守山区
23114,愛知県,名古屋市緑区,ｱｲﾁｹﾝ,ﾅｺﾞﾔｼﾐﾄﾞﾘｸ,,,23114,,,,名古屋市緑区
23115,愛知県,名古屋市名東区,ｱｲﾁｹﾝ,ﾅｺﾞﾔｼﾒｲﾄｳｸ,,,23115,,,,名古屋市名東区
23116,愛知県,名古屋市天白区,ｱｲﾁｹﾝ,ﾅｺﾞﾔｼﾃﾝﾊﾟｸｸ,,,23116,,,,名古屋市天白区
23201,愛知県,豊橋市,ｱｲﾁｹﾝ,ﾄﾖﾊｼｼ,,,23201,,,,豊橋市
23202,愛知県,岡崎市,ｱｲﾁｹﾝ,ｵｶｻﾞｷｼ,,,23202,,,,岡崎市
23203,愛知県,一宮市,ｱｲﾁｹﾝ,ｲﾁﾉﾐﾔｼ,,,23203,,,,一宮市
23204,愛知県,瀬戸市,ｱｲﾁｹﾝ,ｾﾄｼ,,,23204,,,,瀬戸市
23205,愛知県,半田市,ｱｲﾁｹﾝ,ﾊﾝﾀﾞｼ,,,23205,,,,半田市
23206,愛知県,春日井市,ｱｲﾁｹﾝ,ｶｽｶﾞｲｼ,,,23206,,,,春日井市
23207,愛知県,豊川市,ｱｲﾁｹﾝ,ﾄﾖｶﾜｼ,,,23207,,,,豊川市
23208,愛知県,津島市,ｱｲﾁｹﾝ,ﾂｼﾏｼ,,,23208,,,,津島市
23209,愛知県,碧南市,ｱｲﾁｹﾝ,ﾍｷﾅﾝｼ,,,23209,,,,碧南市
23210,愛知県,刈谷市,ｱｲﾁｹﾝ,ｶﾘﾔｼ,,,23210,,,,刈谷市
23211,愛知県,豊田市,ｱｲﾁｹﾝ,ﾄﾖﾀｼ,,,23211,,,,豊田市
23212,愛知県,安城市,ｱｲﾁｹﾝ,ｱﾝｼﾞｮｳｼ,,,23212,,,,安城市
23213,愛知県,西尾市,ｱｲﾁｹﾝ,ﾆｼｵｼ,,,23213,,,,西尾市
23214,愛知県,蒲郡市,ｱｲﾁｹﾝ,ｶﾞﾏｺﾞｵﾘｼ,,,23214,,,,蒲郡市
23215,愛知県,犬山市,ｱｲﾁｹﾝ,ｲﾇﾔﾏｼ,,,23215,,,,犬山市
23216,愛知県,常滑市,ｱｲﾁｹﾝ,ﾄｺﾅﾒｼ,,,23216,,,,常滑市
23217,愛知県,江南市,ｱｲﾁｹﾝ,ｺｳﾅﾝｼ,,,23217,,,,江南市
23218,愛知県,尾西市,ｱｲﾁｹﾝ,ﾋﾞｻｲｼ,欠番,H17.4.1,23203,一宮市,ｲﾁﾉﾐﾔｼ,合併後は一宮市,一宮市
23219,愛知県,小牧市,ｱｲﾁｹﾝ,ｺﾏｷｼ,,,23219,,,,小牧市
23220,愛知県,稲沢市,ｱｲﾁｹﾝ,ｲﾅｻﾞﾜｼ,,,23220,,,,稲沢市
23221,愛知県,新城市,ｱｲﾁｹﾝ,ｼﾝｼﾛｼ,,,23221,,,,新城市
23222,愛知県,東海市,ｱｲﾁｹﾝ,ﾄｳｶｲｼ,,,23222,,,,東海市
23223,愛知県,大府市,ｱｲﾁｹﾝ,ｵｵﾌﾞｼ,,,23223,,,,大府市
23224,愛知県,知多市,ｱｲﾁｹﾝ,ﾁﾀｼ,,,23224,,,,知多市
23225,愛知県,知立市,ｱｲﾁｹﾝ,ﾁﾘｭｳｼ,,,23225,,,,知立市
23226,愛知県,尾張旭市,ｱｲﾁｹﾝ,ｵﾜﾘｱｻﾋｼ,,,23226,,,,尾張旭市
23227,愛知県,高浜市,ｱｲﾁｹﾝ,ﾀｶﾊﾏｼ,,,23227,,,,高浜市
23228,愛知県,岩倉市,ｱｲﾁｹﾝ,ｲﾜｸﾗｼ,,,23228,,,,岩倉市
23229,愛知県,豊明市,ｱｲﾁｹﾝ,ﾄﾖｱｹｼ,,,23229,,,,豊明市
23230,愛知県,日進市,ｱｲﾁｹﾝ,ﾆｯｼﾝｼ,,,23230,,,,日進市
23231,愛知県,田原市,ｱｲﾁｹﾝ,ﾀﾊﾗｼ,,,23231,,,,田原市
23232,愛知県,愛西市,ｱｲﾁｹﾝ,ｱｲｻｲｼ,,,23232,,,,愛西市
23233,愛知県,清須市,ｱｲﾁｹﾝ,ｷﾖｽｼ,,,23233,,,,清須市
23234,愛知県,北名古屋市,ｱｲﾁｹﾝ,ｷﾀﾅｺﾞﾔｼ,,,23234,,,,北名古屋市
23235,愛知県,弥富市,ｱｲﾁｹﾝ,ﾔﾄﾐｼ,,,23235,,,,弥富市
23236,愛知県,みよし市,ｱｲﾁｹﾝ,ﾐﾖｼｼ,,,23236,,,,みよし市
23237,愛知県,あま市,ｱｲﾁｹﾝ,ｱﾏｼ,,,23237,,,,あま市
23238,愛知県,長久手市,ｱｲﾁｹﾝ,ﾅｶﾞｸﾃｼ,,,23238,,,,長久手市
23302,愛知県,東郷町,ｱｲﾁｹﾝ,ﾄｳｺﾞｳﾁｮｳ,,,23302,,,,東郷町
23304,愛知県,長久手町,ｱｲﾁｹﾝ,ﾅｶﾞｸﾃﾁｮｳ,欠番,H24.1.4,23238,長久手市,ﾅｶﾞｸﾃｼ,市制施行,長久手市
23341,愛知県,西枇杷島町,ｱｲﾁｹﾝ,ﾆｼﾋﾞﾜｼﾞﾏﾁｮｳ,欠番,H17.7.7,23233,清須市,ｷﾖｽｼ,合併後は清須市,清須市
23342,愛知県,豊山町,ｱｲﾁｹﾝ,ﾄﾖﾔﾏﾁｮｳ,,,23342,,,,豊山町
23343,愛知県,師勝町,ｱｲﾁｹﾝ,ｼｶﾂﾁｮｳ,欠番,H18.3.20,23234,北名古屋市,ｷﾀﾅｺﾞﾔｼ,合併後は北名古屋市,北名古屋市
23344,愛知県,西春町,ｱｲﾁｹﾝ,ﾆｼﾊﾙﾁｮｳ,欠番,H18.3.20,23234,北名古屋市,ｷﾀﾅｺﾞﾔｼ,合併後は北名古屋市,北名古屋市
23345,愛知県,春日町,ｱｲﾁｹﾝ,ﾊﾙﾋﾁｮｳ,欠番,H21.10.1,23233,清須市,ｷﾖｽｼ,合併後は清須市,清須市
23346,愛知県,清洲町,ｱｲﾁｹﾝ,ｷﾖｽﾁｮｳ,欠番,H17.7.7,23233,清須市,ｷﾖｽｼ,合併後は清須市,清須市
23347,愛知県,新川町,ｱｲﾁｹﾝ,ｼﾝｶﾜﾁｮｳ,欠番,H17.7.7,23233,清須市,ｷﾖｽｼ,合併後は清須市,清須市
23361,愛知県,大口町,ｱｲﾁｹﾝ,ｵｵｸﾞﾁﾁｮｳ,,,23361,,,,大口町
23362,愛知県,扶桑町,ｱｲﾁｹﾝ,ﾌｿｳﾁｮｳ,,,23362,,,,扶桑町
23381,愛知県,木曽川町,ｱｲﾁｹﾝ,ｷｿｶﾞﾜﾁｮｳ,欠番,H17.4.1,23203,一宮市,ｲﾁﾉﾐﾔｼ,合併後は一宮市,一宮市
23401,愛知県,祖父江町,ｱｲﾁｹﾝ,ｿﾌﾞｴﾁｮｳ,欠番,H17.4.1,23220,稲沢市,ｲﾅｻﾞﾜｼ,合併後は稲沢市,稲沢市
23402,愛知県,平和町,ｱｲﾁｹﾝ,ﾍｲﾜﾁｮｳ,欠番,H17.4.1,23220,稲沢市,ｲﾅｻﾞﾜｼ,合併後は稲沢市,稲沢市
23421,愛知県,七宝町,ｱｲﾁｹﾝ,ｼｯﾎﾟｳﾁｮｳ,欠番,H22.3.22,23237,あま市,ｱﾏｼ,合併後はあま市,あま市
23422,愛知県,美和町,ｱｲﾁｹﾝ,ﾐﾜﾁｮｳ,欠番,H22.3.22,23237,あま市,ｱﾏｼ,合併後はあま市,あま市
23423,愛知県,甚目寺町,ｱｲﾁｹﾝ,ｼﾞﾓｸｼﾞﾁｮｳ,欠番,H22.3.22,23237,あま市,ｱﾏｼ,合併後はあま市,あま市
23424,愛知県,大治町,ｱｲﾁｹﾝ,ｵｵﾊﾙﾁｮｳ,,,23424,,,,大治町
23425,愛知県,蟹江町,ｱｲﾁｹﾝ,ｶﾆｴﾁｮｳ,,,23425,,,,蟹江町
23426,愛知県,十四山村,ｱｲﾁｹﾝ,ｼﾞｭｳｼﾔﾏﾑﾗ,欠番,H18.4.1,23235,弥富市,ﾔﾄﾐｼ,合併後は弥富町　弥富町は同日に市制施行し弥富市,弥富市
23427,愛知県,飛島村,ｱｲﾁｹﾝ,ﾄﾋﾞｼﾏﾑﾗ,,,23427,,,,飛島村
23428,愛知県,弥富町,ｱｲﾁｹﾝ,ﾔﾄﾐﾁｮｳ,欠番,H18.4.1,23235,弥富市,ﾔﾄﾐｼ,市制施行,弥富市
23429,愛知県,佐屋町,ｱｲﾁｹﾝ,ｻﾔﾁｮｳ,欠番,H17.4.1,23232,愛西市,ｱｲｻｲｼ,合併後は愛西市,愛西市
23430,愛知県,立田村,ｱｲﾁｹﾝ,ﾀﾂﾀﾑﾗ,欠番,H17.4.1,23232,愛西市,ｱｲｻｲｼ,合併後は愛西市,愛西市
23431,愛知県,八開村,ｱｲﾁｹﾝ,ﾊﾁｶｲﾑﾗ,欠番,H17.4.1,23232,愛西市,ｱｲｻｲｼ,合併後は愛西市,愛西市
23432,愛知県,佐織町,ｱｲﾁｹﾝ,ｻｵﾘﾁｮｳ,欠番,H17.4.1,23232,愛西市,ｱｲｻｲｼ,合併後は愛西市,愛西市
23441,愛知県,阿久比町,ｱｲﾁｹﾝ,ｱｸﾞｲﾁｮｳ,,,23441,,,,阿久比町
23442,愛知県,東浦町,ｱｲﾁｹﾝ,ﾋｶﾞｼｳﾗﾁｮｳ,,,23442,,,,東浦町
23445,愛知県,南知多町,ｱｲﾁｹﾝ,ﾐﾅﾐﾁﾀﾁｮｳ,,,23445,,,,南知多町
23446,愛知県,美浜町,ｱｲﾁｹﾝ,ﾐﾊﾏﾁｮｳ,,,23446,,,,美浜町
23447,愛知県,武豊町,ｱｲﾁｹﾝ,ﾀｹﾄﾖﾁｮｳ,,,23447,,,,武豊町
23481,愛知県,一色町,ｱｲﾁｹﾝ,ｲｯｼｷﾁｮｳ,欠番,H23.4.1,23213,西尾市,ﾆｼｵｼ,合併後は西尾市,西尾市
23482,愛知県,吉良町,ｱｲﾁｹﾝ,ｷﾗﾁｮｳ,欠番,H23.4.1,23213,西尾市,ﾆｼｵｼ,合併後は西尾市,西尾市
23483,愛知県,幡豆町,ｱｲﾁｹﾝ,ﾊｽﾞﾁｮｳ,欠番,H23.4.1,23213,西尾市,ﾆｼｵｼ,合併後は西尾市,西尾市
23501,愛知県,幸田町,ｱｲﾁｹﾝ,ｺｳﾀﾁｮｳ,,,23501,,,,幸田町
23502,愛知県,額田町,ｱｲﾁｹﾝ,ﾇｶﾀﾁｮｳ,欠番,H18.1.1,23202,岡崎市,ｵｶｻﾞｷｼ,合併後は岡崎市,岡崎市
23521,愛知県,三好町,ｱｲﾁｹﾝ,ﾐﾖｼﾁｮｳ,欠番,H22.1.4,23236,みよし市,ﾐﾖｼｼ,名称変更 市制施行 ,みよし市
23522,愛知県,藤岡町,ｱｲﾁｹﾝ,ﾌｼﾞｵｶﾁｮｳ,欠番,H17.4.1,23211,豊田市,ﾄﾖﾀｼ,合併後は豊田市,豊田市
23523,愛知県,小原村,ｱｲﾁｹﾝ,ｵﾊﾞﾗﾑﾗ,欠番,H17.4.1,23211,豊田市,ﾄﾖﾀｼ,合併後は豊田市,豊田市
23541,愛知県,足助町,ｱｲﾁｹﾝ,ｱｽｹﾁｮｳ,欠番,H17.4.1,23211,豊田市,ﾄﾖﾀｼ,合併後は豊田市,豊田市
23543,愛知県,下山村,ｱｲﾁｹﾝ,ｼﾓﾔﾏﾑﾗ,欠番,H17.4.1,23211,豊田市,ﾄﾖﾀｼ,合併後は豊田市,豊田市
